LeftX	RightX	Torso	LeftY	RightY
0.006	0.016	1502.530	0.669	-0.085
0.006	0.016	1502.530	0.669	-0.085
0.005	0.016	1502.530	0.664	-0.090
0.005	0.016	1502.530	0.664	-0.090
0.005	0.016	1502.530	0.664	-0.090
0.005	0.016	1502.530	0.664	-0.090
0.005	0.015	1502.530	0.661	-0.091
0.005	0.015	1502.530	0.661	-0.091
0.005	0.015	1502.530	0.661	-0.091
0.005	0.015	1502.530	0.661	-0.091
0.005	0.015	1502.530	0.661	-0.091
0.005	0.015	1502.530	0.661	-0.091
0.005	0.015	1502.530	0.658	-0.094
0.005	0.015	1502.530	0.658	-0.094
0.005	0.015	1502.530	0.658	-0.094
0.005	0.015	1502.530	0.658	-0.094
0.005	0.015	1502.530	0.658	-0.094
0.004	0.015	1502.530	0.655	-0.096
0.004	0.015	1502.530	0.655	-0.096
0.004	0.015	1502.530	0.655	-0.096
0.004	0.015	1502.530	0.655	-0.096
0.004	0.015	1502.530	0.655	-0.096
0.004	0.015	1502.530	0.651	-0.098
0.004	0.015	1502.530	0.651	-0.098
0.004	0.015	1502.530	0.651	-0.098
0.004	0.015	1502.530	0.651	-0.098
0.004	0.015	1502.530	0.651	-0.098
0.004	0.015	1502.530	0.649	-0.099
0.004	0.015	1502.530	0.649	-0.099
0.004	0.015	1502.530	0.649	-0.099
0.004	0.015	1502.530	0.649	-0.099
0.004	0.015	1502.530	0.649	-0.099
0.003	0.015	1502.530	0.648	-0.100
0.003	0.015	1502.530	0.648	-0.100
0.003	0.015	1502.530	0.648	-0.100
0.003	0.015	1502.530	0.648	-0.100
0.003	0.015	1502.530	0.648	-0.100
0.003	0.015	1502.530	0.648	-0.100
0.003	0.015	1502.530	0.646	-0.102
0.003	0.015	1502.530	0.646	-0.102
0.003	0.015	1502.530	0.646	-0.102
0.003	0.015	1502.530	0.646	-0.102
0.003	0.015	1502.530	0.646	-0.102
0.003	0.015	1502.530	0.646	-0.103
0.003	0.015	1502.530	0.646	-0.103
0.003	0.015	1502.530	0.646	-0.103
0.003	0.015	1502.530	0.646	-0.103
0.002	0.015	1502.530	0.645	-0.104
0.002	0.015	1502.530	0.645	-0.104
0.002	0.015	1502.530	0.645	-0.104
0.002	0.015	1502.530	0.645	-0.104
0.002	0.015	1502.530	0.645	-0.104
0.002	0.015	1502.530	0.644	-0.105
0.002	0.015	1502.530	0.644	-0.105
0.002	0.015	1502.530	0.644	-0.105
0.002	0.015	1502.530	0.644	-0.105
0.001	0.015	1502.530	0.643	-0.105
0.001	0.015	1502.530	0.643	-0.104
0.001	0.015	1502.530	0.643	-0.104
0.001	0.015	1502.530	0.643	-0.104
0.001	0.015	1502.530	0.643	-0.104
0.001	0.015	1502.530	0.643	-0.103
0.001	0.015	1502.530	0.643	-0.103
0.001	0.015	1502.530	0.643	-0.103
0.001	0.015	1502.530	0.643	-0.103
0.001	0.015	1502.530	0.643	-0.103
0.000	0.015	1502.530	0.643	-0.103
0.000	0.015	1502.530	0.643	-0.103
0.000	0.015	1502.530	0.643	-0.103
0.000	0.015	1502.530	0.643	-0.103
-0.000	0.015	1502.530	0.643	-0.103
-0.000	0.015	1502.530	0.643	-0.103
-0.000	0.015	1502.530	0.643	-0.103
-0.000	0.015	1502.530	0.643	-0.103
-0.000	0.015	1502.530	0.643	-0.103
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.001	0.015	1502.530	0.643	-0.105
-0.002	0.015	1502.530	0.643	-0.106
-0.002	0.015	1502.530	0.643	-0.106
-0.002	0.015	1502.530	0.643	-0.106
-0.002	0.015	1502.530	0.643	-0.106
-0.002	0.015	1502.530	0.643	-0.106
-0.002	0.015	1502.530	0.644	-0.106
-0.002	0.015	1502.530	0.644	-0.106
-0.002	0.015	1502.530	0.644	-0.106
-0.002	0.015	1502.530	0.644	-0.106
-0.002	0.015	1502.530	0.645	-0.106
-0.002	0.015	1502.530	0.645	-0.106
-0.002	0.015	1502.530	0.645	-0.106
-0.002	0.015	1502.530	0.645	-0.106
-0.002	0.015	1502.530	0.645	-0.106
-0.003	0.015	1502.530	0.646	-0.107
-0.003	0.015	1502.530	0.646	-0.107
-0.003	0.015	1502.530	0.646	-0.107
-0.003	0.015	1502.530	0.646	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.003	0.015	1502.530	0.647	-0.107
-0.004	0.015	1502.530	0.650	-0.108
-0.004	0.015	1502.530	0.650	-0.109
-0.004	0.015	1502.530	0.650	-0.109
-0.004	0.015	1502.530	0.650	-0.109
-0.004	0.015	1502.530	0.651	-0.109
-0.004	0.015	1502.530	0.651	-0.109
-0.004	0.015	1502.530	0.651	-0.109
-0.004	0.015	1502.530	0.651	-0.109
-0.004	0.015	1502.530	0.651	-0.109
-0.005	0.015	1502.530	0.654	-0.112
-0.005	0.015	1502.530	0.654	-0.112
-0.005	0.015	1502.530	0.654	-0.112
-0.005	0.015	1502.530	0.654	-0.112
-0.005	0.016	1502.530	0.657	-0.133
-0.005	0.016	1502.530	0.657	-0.133
-0.005	0.016	1502.530	0.657	-0.133
-0.005	0.016	1502.530	0.657	-0.133
-0.005	0.016	1502.530	0.657	-0.133
-0.006	0.016	1502.530	0.660	-0.217
-0.006	0.016	1502.530	0.660	-0.217
-0.006	0.016	1502.530	0.660	-0.217
-0.006	0.016	1502.530	0.660	-0.217
-0.007	0.015	1502.530	0.663	-0.281
-0.007	0.015	1502.530	0.663	-0.281
-0.007	0.015	1502.530	0.663	-0.281
-0.007	0.015	1502.530	0.663	-0.281
-0.007	0.015	1502.530	0.663	-0.281
-0.008	0.015	1502.530	0.663	-0.368
-0.008	0.015	1502.530	0.663	-0.368
-0.008	0.015	1502.530	0.663	-0.368
-0.008	0.014	1502.530	0.663	-0.429
-0.008	0.014	1502.530	0.663	-0.429
-0.008	0.014	1502.530	0.663	-0.429
-0.008	0.014	1502.530	0.663	-0.429
-0.008	0.014	1502.530	0.663	-0.429
-0.009	0.013	1502.530	0.661	-0.483
-0.009	0.013	1502.530	0.661	-0.483
-0.009	0.013	1502.530	0.661	-0.483
-0.009	0.013	1502.530	0.661	-0.483
-0.009	0.013	1502.530	0.661	-0.483
-0.009	0.013	1502.530	0.659	-0.528
-0.009	0.013	1502.530	0.659	-0.528
-0.009	0.013	1502.530	0.659	-0.528
-0.009	0.013	1502.530	0.659	-0.528
-0.009	0.013	1502.530	0.659	-0.528
-0.009	0.013	1502.530	0.657	-0.541
-0.009	0.013	1502.530	0.657	-0.541
-0.009	0.013	1502.530	0.657	-0.541
-0.009	0.013	1502.530	0.657	-0.541
-0.009	0.013	1502.530	0.657	-0.541
-0.010	0.012	1502.530	0.652	-0.575
-0.010	0.012	1502.530	0.652	-0.575
-0.010	0.012	1502.530	0.652	-0.575
-0.010	0.012	1502.530	0.652	-0.575
-0.010	0.012	1502.530	0.648	-0.593
-0.010	0.012	1502.530	0.648	-0.593
-0.010	0.012	1502.530	0.648	-0.593
-0.010	0.012	1502.530	0.648	-0.593
-0.010	0.012	1502.530	0.648	-0.593
-0.010	0.012	1502.530	0.642	-0.614
-0.010	0.012	1502.530	0.642	-0.614
-0.010	0.012	1502.530	0.642	-0.614
-0.010	0.012	1502.530	0.642	-0.614
-0.010	0.011	1502.530	0.632	-0.625
-0.010	0.011	1502.530	0.632	-0.625
-0.010	0.011	1502.530	0.632	-0.625
-0.010	0.011	1502.530	0.632	-0.625
-0.010	0.011	1502.530	0.632	-0.625
-0.011	0.011	1502.530	0.618	-0.636
-0.011	0.011	1502.530	0.618	-0.636
-0.011	0.011	1502.530	0.618	-0.636
-0.011	0.011	1502.530	0.618	-0.636
-0.011	0.011	1502.530	0.608	-0.652
-0.011	0.011	1502.530	0.608	-0.652
-0.011	0.011	1502.530	0.608	-0.652
-0.011	0.011	1502.530	0.608	-0.652
-0.011	0.011	1502.530	0.608	-0.652
-0.010	0.009	1502.530	0.573	-0.682
-0.010	0.009	1502.530	0.573	-0.682
-0.010	0.009	1502.530	0.573	-0.682
-0.010	0.009	1502.530	0.573	-0.682
-0.009	0.008	1502.530	0.536	-0.706
-0.009	0.008	1502.530	0.536	-0.706
-0.009	0.008	1502.530	0.536	-0.706
-0.009	0.008	1502.530	0.536	-0.706
-0.008	0.007	1502.530	0.490	-0.727
-0.008	0.007	1502.530	0.490	-0.727
-0.008	0.007	1502.530	0.490	-0.727
-0.008	0.007	1502.530	0.490	-0.727
-0.008	0.007	1502.530	0.490	-0.727
-0.004	0.006	1502.530	0.399	-0.747
-0.004	0.006	1502.530	0.399	-0.747
-0.004	0.006	1502.530	0.399	-0.747
-0.004	0.006	1502.530	0.399	-0.747
-0.002	0.005	1502.530	0.362	-0.751
-0.002	0.005	1502.530	0.362	-0.751
-0.002	0.005	1502.530	0.362	-0.751
-0.002	0.005	1502.530	0.362	-0.751
0.001	0.005	1502.530	0.301	-0.755
0.001	0.005	1502.530	0.301	-0.755
0.001	0.005	1502.530	0.301	-0.755
0.001	0.005	1502.530	0.301	-0.755
0.003	0.004	1502.530	0.256	-0.756
0.003	0.004	1502.530	0.256	-0.756
0.003	0.004	1502.530	0.256	-0.756
0.006	0.004	1502.530	0.210	-0.756
0.006	0.004	1502.530	0.210	-0.756
0.006	0.004	1502.530	0.210	-0.756
0.006	0.004	1502.530	0.210	-0.756
0.012	0.003	1502.530	0.090	-0.755
0.012	0.003	1502.530	0.090	-0.755
0.012	0.003	1502.530	0.090	-0.755
0.012	0.003	1502.530	0.090	-0.755
0.022	0.002	1502.530	-0.045	-0.750
0.022	0.002	1502.530	-0.045	-0.750
0.022	0.002	1502.530	-0.045	-0.750
0.029	0.001	1502.530	-0.173	-0.743
0.029	0.000	1502.530	-0.173	-0.737
0.029	0.000	1502.530	-0.173	-0.737
0.029	0.000	1502.530	-0.173	-0.737
0.029	0.000	1502.530	-0.173	-0.737
0.029	0.000	1502.530	-0.173	-0.737
0.029	0.000	1502.530	-0.173	-0.737
0.029	0.000	1502.530	-0.173	-0.737
0.029	-0.000	1502.530	-0.183	-0.735
0.029	-0.000	1502.530	-0.183	-0.735
0.029	-0.000	1502.530	-0.183	-0.735
0.029	-0.000	1502.530	-0.183	-0.735
0.030	-0.001	1502.530	-0.184	-0.729
0.030	-0.001	1502.530	-0.184	-0.729
0.030	-0.001	1502.530	-0.184	-0.729
0.030	-0.001	1502.530	-0.184	-0.729
0.029	-0.001	1502.530	-0.179	-0.723
0.029	-0.001	1502.530	-0.179	-0.723
0.029	-0.001	1502.530	-0.179	-0.723
0.029	-0.001	1502.530	-0.179	-0.723
0.029	-0.002	1502.530	-0.179	-0.723
0.029	-0.002	1502.530	-0.172	-0.717
0.029	-0.002	1502.530	-0.172	-0.717
0.029	-0.002	1502.530	-0.172	-0.717
0.029	-0.002	1502.530	-0.172	-0.717
0.029	-0.002	1502.530	-0.167	-0.708
0.029	-0.002	1502.530	-0.167	-0.708
0.029	-0.002	1502.530	-0.167	-0.708
0.029	-0.002	1502.530	-0.167	-0.708
0.029	-0.002	1502.530	-0.167	-0.708
0.028	-0.003	1502.530	-0.157	-0.697
0.028	-0.003	1502.530	-0.157	-0.697
0.028	-0.003	1502.530	-0.157	-0.697
0.027	-0.004	1502.530	-0.150	-0.685
0.027	-0.004	1502.530	-0.150	-0.685
0.027	-0.004	1502.530	-0.150	-0.685
0.027	-0.004	1502.530	-0.150	-0.685
0.027	-0.004	1502.530	-0.150	-0.685
0.026	-0.005	1502.530	-0.125	-0.660
0.026	-0.005	1502.530	-0.125	-0.660
0.026	-0.005	1502.530	-0.125	-0.660
0.026	-0.005	1502.530	-0.125	-0.660
0.026	-0.005	1502.530	-0.125	-0.660
0.025	-0.006	1502.530	-0.114	-0.644
0.025	-0.006	1502.530	-0.114	-0.644
0.025	-0.006	1502.530	-0.114	-0.644
0.025	-0.006	1502.530	-0.114	-0.644
0.025	-0.006	1502.530	-0.111	-0.640
0.025	-0.006	1502.530	-0.111	-0.640
0.025	-0.006	1502.530	-0.111	-0.640
0.025	-0.006	1502.530	-0.111	-0.640
0.025	-0.006	1502.530	-0.107	-0.634
0.025	-0.006	1502.530	-0.107	-0.634
0.025	-0.006	1502.530	-0.107	-0.634
0.025	-0.006	1502.530	-0.107	-0.634
0.025	-0.006	1502.530	-0.107	-0.634
0.025	-0.007	1502.530	-0.100	-0.626
0.025	-0.007	1502.530	-0.100	-0.626
0.025	-0.007	1502.530	-0.100	-0.626
0.025	-0.007	1502.530	-0.100	-0.626
0.025	-0.007	1502.530	-0.100	-0.626
0.024	-0.007	1502.530	-0.093	-0.619
0.024	-0.007	1502.530	-0.093	-0.619
0.024	-0.007	1502.530	-0.093	-0.619
0.024	-0.007	1502.530	-0.093	-0.619
0.024	-0.009	1502.530	-0.093	-0.619
0.024	-0.009	1502.530	-0.083	-0.617
0.024	-0.009	1502.530	-0.083	-0.617
0.024	-0.009	1502.530	-0.083	-0.617
0.023	-0.009	1502.530	-0.079	-0.618
0.023	-0.009	1502.530	-0.079	-0.618
0.023	-0.009	1502.530	-0.079	-0.618
0.023	-0.009	1502.530	-0.079	-0.618
0.023	-0.009	1502.530	-0.079	-0.618
0.023	-0.010	1502.530	-0.075	-0.623
0.023	-0.010	1502.530	-0.075	-0.623
0.023	-0.010	1502.530	-0.075	-0.623
0.023	-0.010	1502.530	-0.075	-0.623
0.023	-0.011	1502.530	-0.072	-0.630
0.023	-0.011	1502.530	-0.072	-0.630
0.023	-0.011	1502.530	-0.072	-0.630
0.023	-0.012	1502.530	-0.070	-0.639
0.023	-0.012	1502.530	-0.070	-0.639
0.023	-0.012	1502.530	-0.070	-0.639
0.023	-0.012	1502.530	-0.070	-0.639
0.023	-0.012	1502.530	-0.070	-0.639
0.024	-0.013	1502.530	-0.069	-0.644
0.024	-0.013	1502.530	-0.069	-0.644
0.024	-0.013	1502.530	-0.069	-0.644
0.024	-0.014	1502.530	-0.068	-0.649
0.024	-0.014	1502.530	-0.068	-0.649
0.024	-0.014	1502.530	-0.068	-0.649
0.024	-0.014	1502.530	-0.068	-0.649
0.024	-0.014	1502.530	-0.068	-0.649
0.024	-0.015	1502.530	-0.068	-0.657
0.024	-0.015	1502.530	-0.068	-0.657
0.024	-0.015	1502.530	-0.068	-0.657
0.024	-0.016	1502.530	-0.067	-0.665
0.024	-0.016	1502.530	-0.067	-0.665
0.024	-0.016	1502.530	-0.067	-0.665
0.024	-0.016	1502.530	-0.067	-0.665
0.024	-0.016	1502.530	-0.067	-0.665
0.025	-0.017	1502.530	-0.067	-0.673
0.025	-0.017	1502.530	-0.067	-0.673
0.025	-0.017	1502.530	-0.067	-0.673
0.025	-0.017	1502.530	-0.067	-0.673
0.025	-0.018	1502.530	-0.067	-0.680
0.025	-0.018	1502.530	-0.067	-0.680
0.025	-0.018	1502.530	-0.067	-0.680
0.025	-0.018	1502.530	-0.067	-0.680
0.025	-0.018	1502.530	-0.067	-0.680
0.025	-0.018	1502.530	-0.067	-0.680
0.026	-0.019	1502.530	-0.066	-0.685
0.026	-0.019	1502.530	-0.066	-0.685
0.026	-0.019	1502.530	-0.066	-0.685
0.026	-0.019	1502.530	-0.066	-0.685
0.026	-0.020	1502.530	-0.065	-0.693
0.026	-0.020	1502.530	-0.065	-0.693
0.026	-0.020	1502.530	-0.065	-0.693
0.026	-0.020	1502.530	-0.065	-0.693
0.026	-0.020	1502.530	-0.065	-0.693
0.026	-0.020	1502.530	-0.065	-0.693
0.026	-0.021	1502.530	-0.064	-0.697
0.026	-0.021	1502.530	-0.064	-0.697
0.026	-0.021	1502.530	-0.064	-0.697
0.026	-0.021	1502.530	-0.064	-0.697
0.026	-0.022	1502.530	-0.064	-0.701
0.026	-0.022	1502.530	-0.064	-0.701
0.026	-0.022	1502.530	-0.064	-0.701
0.026	-0.022	1502.530	-0.064	-0.701
0.026	-0.022	1502.530	-0.064	-0.701
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.066	-0.704
0.027	-0.023	1502.530	-0.067	-0.703
0.027	-0.023	1502.530	-0.067	-0.703
0.027	-0.023	1502.530	-0.067	-0.703
0.027	-0.023	1502.530	-0.067	-0.703
0.027	-0.024	1502.530	-0.068	-0.702
0.027	-0.024	1502.530	-0.068	-0.702
0.027	-0.024	1502.530	-0.068	-0.702
0.027	-0.024	1502.530	-0.068	-0.702
0.027	-0.024	1502.530	-0.065	-0.700
0.027	-0.024	1502.530	-0.065	-0.700
0.027	-0.024	1502.530	-0.065	-0.700
0.027	-0.024	1502.530	-0.065	-0.700
0.027	-0.024	1502.530	-0.065	-0.700
0.026	-0.024	1502.530	-0.017	-0.696
0.026	-0.024	1502.530	-0.017	-0.696
0.026	-0.024	1502.530	-0.017	-0.696
0.026	-0.024	1502.530	-0.017	-0.696
0.025	-0.024	1502.530	0.029	-0.692
0.025	-0.024	1502.530	0.029	-0.692
0.025	-0.024	1502.530	0.029	-0.692
0.025	-0.024	1502.530	0.029	-0.692
0.024	-0.024	1502.530	0.139	-0.681
0.024	-0.024	1502.530	0.139	-0.681
0.024	-0.024	1502.530	0.139	-0.681
0.024	-0.024	1502.530	0.139	-0.681
0.024	-0.024	1502.530	0.139	-0.681
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.022	-0.025	1502.530	0.247	-0.674
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.021	-0.025	1502.530	0.314	-0.665
0.020	-0.025	1502.530	0.332	-0.662
0.020	-0.025	1502.530	0.332	-0.662
0.020	-0.025	1502.530	0.332	-0.662
0.020	-0.025	1502.530	0.332	-0.662
0.019	-0.026	1502.530	0.406	-0.640
0.019	-0.026	1502.530	0.406	-0.640
0.019	-0.026	1502.530	0.406	-0.640
0.019	-0.026	1502.530	0.418	-0.635
0.019	-0.026	1502.530	0.418	-0.635
0.019	-0.026	1502.530	0.418	-0.635
0.019	-0.026	1502.530	0.418	-0.635
0.019	-0.026	1502.530	0.418	-0.635
0.018	-0.025	1502.530	0.484	-0.606
0.018	-0.025	1502.530	0.484	-0.606
0.018	-0.025	1502.530	0.484	-0.606
0.018	-0.025	1502.530	0.529	-0.582
0.018	-0.025	1502.530	0.529	-0.582
0.018	-0.025	1502.530	0.529	-0.582
0.018	-0.025	1502.530	0.529	-0.582
0.018	-0.023	1502.530	0.569	-0.542
0.018	-0.023	1502.530	0.569	-0.542
0.018	-0.023	1502.530	0.569	-0.542
0.018	-0.023	1502.530	0.569	-0.542
0.018	-0.021	1502.530	0.584	-0.512
0.018	-0.021	1502.530	0.584	-0.512
0.018	-0.021	1502.530	0.584	-0.512
0.018	-0.021	1502.530	0.584	-0.512
0.018	-0.021	1502.530	0.591	-0.512
0.018	-0.021	1502.530	0.591	-0.512
0.018	-0.021	1502.530	0.591	-0.512
0.018	-0.021	1502.530	0.591	-0.512
0.018	-0.021	1502.530	0.591	-0.512
0.018	-0.021	1502.530	0.591	-0.512
0.017	-0.016	1502.530	0.625	-0.431
0.017	-0.016	1502.530	0.625	-0.431
0.017	-0.016	1502.530	0.625	-0.431
0.017	-0.016	1502.530	0.625	-0.431
0.017	-0.014	1502.530	0.638	-0.398
0.017	-0.014	1502.530	0.638	-0.398
0.017	-0.014	1502.530	0.638	-0.398
0.017	-0.011	1502.530	0.649	-0.361
0.017	-0.011	1502.530	0.649	-0.361
0.017	-0.011	1502.530	0.649	-0.361
0.017	-0.011	1502.530	0.649	-0.361
0.017	-0.011	1502.530	0.649	-0.361
0.017	-0.011	1502.530	0.649	-0.361
0.017	-0.005	1502.530	0.669	-0.279
0.017	-0.005	1502.530	0.669	-0.279
0.017	-0.005	1502.530	0.669	-0.279
