Left	Right	Torso
0.396	0.002	1195.140
0.396	0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.273	-0.002	1195.140
0.264	-0.003	1188.514
0.264	-0.003	1188.514
0.264	-0.003	1188.514
0.264	-0.003	1188.514
0.264	-0.003	1188.514
0.264	-0.003	1188.514
0.264	-0.003	1188.514
0.259	-0.004	1188.514
0.259	-0.004	1188.514
0.259	-0.004	1188.514
0.259	-0.004	1188.514
0.259	-0.004	1188.514
0.248	-0.004	1188.514
0.248	-0.004	1188.514
0.248	-0.004	1188.514
0.248	-0.004	1188.514
0.248	-0.004	1188.514
0.239	-0.005	1188.514
0.239	-0.005	1188.514
0.239	-0.005	1188.514
0.239	-0.005	1188.514
0.239	-0.005	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1188.514
0.235	-0.006	1186.932
0.235	-0.006	1186.932
0.235	-0.006	1186.932
0.235	-0.006	1186.932
0.235	-0.006	1186.932
0.235	-0.006	1186.932
0.231	-0.007	1186.932
0.231	-0.007	1186.932
0.231	-0.007	1186.932
0.231	-0.007	1186.932
0.231	-0.007	1186.932
0.231	-0.007	1186.932
0.231	-0.007	1186.932
0.224	-0.007	1186.932
0.224	-0.007	1186.932
0.224	-0.007	1186.932
0.224	-0.010	1186.932
0.224	-0.010	1186.932
0.224	-0.010	1186.932
0.224	-0.010	1186.932
0.224	-0.010	1186.932
0.224	-0.010	1186.932
0.220	-0.013	1189.691
0.220	-0.013	1189.691
0.220	-0.013	1189.691
0.220	-0.013	1189.691
0.220	-0.013	1189.691
0.220	-0.013	1189.691
0.219	-0.013	1189.691
0.219	-0.013	1189.691
0.219	-0.013	1189.691
0.219	-0.013	1189.691
0.219	-0.013	1189.691
0.219	-0.013	1189.691
0.219	-0.013	1189.691
0.215	-0.013	1189.691
0.215	-0.013	1189.691
0.215	-0.013	1189.691
0.215	-0.013	1189.691
0.215	-0.013	1189.691
0.214	-0.014	1189.691
0.214	-0.014	1189.691
0.214	-0.014	1189.691
0.214	-0.014	1189.691
0.214	-0.014	1189.691
0.213	-0.014	1189.691
0.213	-0.014	1189.691
0.213	-0.014	1189.691
0.213	-0.014	1189.691
0.213	-0.014	1196.031
0.213	-0.014	1196.031
0.213	-0.014	1196.031
0.213	-0.014	1196.031
0.213	-0.014	1196.031
0.198	-0.014	1196.031
0.198	-0.014	1196.031
0.198	-0.014	1196.031
0.198	-0.014	1196.031
0.194	-0.015	1196.031
0.194	-0.015	1196.031
0.194	-0.015	1196.031
0.194	-0.015	1196.031
0.194	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.193	-0.015	1196.031
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.194	-0.015	1205.443
0.192	-0.015	1205.443
0.192	-0.015	1205.443
0.192	-0.015	1205.443
0.192	-0.015	1205.443
0.192	-0.015	1205.443
0.191	-0.016	1205.443
0.191	-0.016	1205.443
0.191	-0.016	1205.443
0.191	-0.016	1205.443
0.191	-0.016	1205.443
0.191	-0.016	1205.443
0.191	-0.016	1205.443
0.190	-0.016	1217.155
0.190	-0.016	1217.155
0.190	-0.016	1217.155
0.190	-0.016	1217.155
0.190	-0.016	1217.155
0.188	-0.016	1217.155
0.188	-0.016	1217.155
0.188	-0.016	1217.155
0.188	-0.016	1217.155
0.188	-0.016	1217.155
0.185	-0.016	1217.155
0.185	-0.016	1217.155
0.185	-0.016	1217.155
0.185	-0.016	1217.155
0.185	-0.016	1217.155
0.185	-0.016	1217.155
0.176	-0.017	1217.155
0.176	-0.017	1217.155
0.176	-0.017	1217.155
0.176	-0.017	1217.155
0.176	-0.017	1217.155
0.176	-0.017	1217.155
0.169	-0.017	1217.155
0.169	-0.017	1217.155
0.169	-0.017	1217.155
0.169	-0.017	1217.155
0.169	-0.017	1217.155
0.164	-0.017	1217.155
0.164	-0.017	1217.155
0.164	-0.017	1217.155
0.164	-0.017	1217.155
0.164	-0.017	1217.155
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.160	-0.018	1229.778
0.157	-0.019	1229.778
0.157	-0.019	1229.778
0.157	-0.019	1229.778
0.157	-0.019	1229.778
0.157	-0.019	1229.778
0.153	-0.019	1229.778
0.153	-0.019	1229.778
0.153	-0.019	1229.778
0.153	-0.019	1229.778
0.153	-0.019	1229.778
0.147	-0.020	1229.778
0.147	-0.020	1229.778
0.147	-0.020	1229.778
0.147	-0.020	1229.778
0.147	-0.020	1229.778
0.147	-0.020	1229.778
0.142	-0.021	1242.035
0.142	-0.021	1242.035
0.142	-0.021	1242.035
0.142	-0.021	1242.035
0.142	-0.021	1242.035
0.132	-0.021	1242.035
0.132	-0.021	1242.035
0.132	-0.021	1242.035
0.132	-0.021	1242.035
0.103	-0.023	1242.035
0.103	-0.023	1242.035
0.103	-0.023	1242.035
0.103	-0.023	1242.035
0.103	-0.023	1242.035
0.103	-0.023	1242.035
0.103	-0.023	1242.035
0.088	-0.025	1242.035
0.088	-0.025	1242.035
0.088	-0.025	1242.035
0.088	-0.025	1242.035
0.088	-0.025	1242.035
0.069	-0.027	1242.035
0.069	-0.027	1242.035
0.069	-0.027	1242.035
0.059	-0.029	1242.035
0.059	-0.029	1242.035
0.059	-0.029	1242.035
0.059	-0.029	1242.035
0.059	-0.029	1242.035
0.051	-0.030	1253.025
0.051	-0.030	1253.025
0.051	-0.030	1253.025
0.051	-0.030	1253.025
0.051	-0.030	1253.025
0.051	-0.030	1253.025
0.039	-0.032	1253.025
0.039	-0.032	1253.025
0.039	-0.032	1253.025
0.039	-0.032	1253.025
0.030	-0.034	1253.025
0.030	-0.034	1253.025
0.030	-0.034	1253.025
0.030	-0.034	1253.025
0.030	-0.034	1253.025
0.030	-0.034	1253.025
0.030	-0.034	1253.025
0.021	-0.036	1253.025
0.021	-0.036	1253.025
0.021	-0.036	1253.025
0.021	-0.036	1253.025
0.021	-0.036	1253.025
0.018	-0.037	1261.858
0.018	-0.037	1261.858
0.018	-0.037	1261.858
0.018	-0.037	1261.858
0.005	-0.041	1261.858
0.005	-0.041	1261.858
0.005	-0.041	1261.858
0.005	-0.041	1261.858
0.005	-0.041	1261.858
0.005	-0.041	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
0.001	-0.042	1261.858
-0.002	-0.044	1261.858
-0.002	-0.044	1261.858
-0.002	-0.044	1261.858
-0.002	-0.044	1261.858
-0.002	-0.044	1261.858
-0.002	-0.044	1261.858
-0.006	-0.046	1261.858
-0.006	-0.046	1261.858
-0.006	-0.046	1261.858
-0.006	-0.046	1261.858
-0.006	-0.046	1261.858
-0.006	-0.046	1261.858
-0.010	-0.047	1269.758
-0.010	-0.047	1269.758
-0.010	-0.047	1269.758
-0.010	-0.047	1269.758
-0.010	-0.047	1269.758
-0.010	-0.048	1269.758
-0.010	-0.048	1269.758
-0.010	-0.048	1269.758
-0.010	-0.048	1269.758
-0.010	-0.048	1269.758
-0.010	-0.048	1269.758
-0.010	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.011	-0.048	1269.758
-0.012	-0.048	1269.758
-0.012	-0.048	1269.758
-0.012	-0.048	1269.758
-0.012	-0.048	1269.758
-0.012	-0.048	1269.758
-0.013	-0.048	1278.020
-0.013	-0.048	1278.020
-0.013	-0.048	1278.020
-0.013	-0.048	1278.020
-0.013	-0.048	1278.020
-0.013	-0.048	1278.020
-0.014	-0.049	1278.020
-0.014	-0.049	1278.020
-0.014	-0.049	1278.020
-0.014	-0.049	1278.020
-0.014	-0.049	1278.020
-0.014	-0.049	1278.020
-0.015	-0.050	1278.020
-0.015	-0.050	1278.020
-0.015	-0.050	1278.020
-0.015	-0.050	1278.020
-0.016	-0.051	1278.020
-0.016	-0.051	1278.020
-0.016	-0.051	1278.020
-0.016	-0.051	1278.020
-0.016	-0.051	1278.020
-0.017	-0.052	1278.020
-0.017	-0.052	1278.020
-0.017	-0.052	1278.020
-0.017	-0.052	1278.020
-0.017	-0.052	1278.020
-0.017	-0.052	1278.020
-0.017	-0.053	1283.422
-0.017	-0.053	1283.422
-0.017	-0.053	1283.422
-0.017	-0.053	1283.422
-0.017	-0.053	1283.422
-0.017	-0.053	1283.422
-0.017	-0.053	1283.422
-0.018	-0.064	1283.422
-0.018	-0.064	1283.422
-0.018	-0.064	1283.422
-0.018	-0.064	1283.422
-0.018	-0.064	1283.422
-0.018	-0.064	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.018	1.477	1283.422
-0.019	-0.013	1283.422
-0.019	-0.013	1283.422
-0.019	-0.013	1283.422
-0.019	-0.013	1283.422
-0.019	-0.013	1283.422
-0.019	-0.013	1283.422
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.019	-0.034	1282.867
-0.021	-0.042	1282.867
-0.021	-0.042	1282.867
-0.021	-0.042	1282.867
-0.021	-0.042	1282.867
-0.021	-0.042	1282.867
-0.021	-0.042	1282.867
-0.021	-0.042	1282.867
-0.022	-0.044	1282.867
-0.022	-0.044	1282.867
-0.022	-0.044	1282.867
-0.022	-0.044	1282.867
-0.022	-0.044	1282.867
-0.022	-0.044	1282.867
-0.022	-0.044	1282.867
-0.022	-0.046	1282.867
-0.022	-0.046	1282.867
-0.022	-0.046	1282.867
-0.022	-0.046	1282.867
-0.022	-0.046	1282.867
-0.022	-0.046	1282.867
-0.023	-0.042	1278.501
-0.023	-0.042	1278.501
-0.023	-0.042	1278.501
-0.023	-0.042	1278.501
-0.023	-0.042	1278.501
-0.023	-0.042	1278.501
-0.023	-0.042	1278.501
-0.023	-0.034	1278.501
-0.023	-0.034	1278.501
-0.023	-0.034	1278.501
-0.023	-0.034	1278.501
-0.023	-0.034	1278.501
-0.023	-0.034	1278.501
-0.023	-0.034	1278.501
-0.023	-0.021	1278.501
-0.023	-0.021	1278.501
-0.023	-0.021	1278.501
-0.023	-0.021	1278.501
-0.023	-0.021	1278.501
-0.024	0.041	1278.501
-0.024	0.041	1278.501
-0.024	0.041	1278.501
-0.024	0.041	1278.501
-0.024	0.041	1278.501
-0.025	0.363	1278.501
-0.025	0.363	1278.501
-0.025	0.363	1278.501
-0.025	0.363	1278.501
-0.025	0.363	1278.501
-0.028	-0.168	1278.501
-0.028	-0.185	1273.936
-0.028	-0.185	1273.936
-0.028	-0.185	1273.936
-0.028	-0.185	1273.936
-0.028	-0.185	1273.936
-0.028	-0.185	1273.936
-0.028	-0.185	1273.936
-0.029	-0.422	1273.936
-0.029	-0.422	1273.936
-0.029	-0.422	1273.936
-0.029	-0.422	1273.936
-0.029	-0.422	1273.936
-0.029	0.646	1273.936
-0.029	0.646	1273.936
-0.029	0.646	1273.936
-0.029	0.646	1273.936
-0.029	0.646	1273.936
-0.029	0.646	1273.936
-0.029	0.646	1273.936
-0.030	-0.074	1273.936
-0.030	-0.074	1273.936
-0.030	-0.074	1273.936
-0.030	-0.074	1273.936
-0.030	-0.002	1273.936
-0.030	-0.002	1273.936
-0.030	-0.002	1273.936
-0.030	-0.002	1273.936
-0.030	0.009	1270.015
-0.030	0.009	1270.015
-0.030	0.009	1270.015
-0.030	0.009	1270.015
-0.030	0.009	1270.015
-0.030	0.015	1270.015
-0.030	0.015	1270.015
-0.030	0.015	1270.015
-0.030	0.015	1270.015
-0.030	0.015	1270.015
-0.030	0.017	1270.015
-0.030	0.017	1270.015
-0.030	0.017	1270.015
-0.030	0.017	1270.015
-0.030	0.017	1270.015
-0.030	0.017	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1270.015
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.030	0.018	1265.681
-0.031	0.019	1265.681
-0.031	0.019	1265.681
-0.031	0.019	1265.681
-0.031	0.019	1265.681
-0.032	0.020	1265.681
-0.032	0.020	1265.681
-0.032	0.020	1265.681
-0.032	0.020	1265.681
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.032	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.033	0.020	1260.290
-0.034	0.020	1260.290
-0.034	0.020	1260.290
-0.034	0.020	1260.290
-0.035	0.020	1253.271
-0.035	0.020	1253.271
-0.035	0.020	1253.271
-0.035	0.020	1253.271
-0.035	0.020	1253.271
-0.035	0.020	1253.271
-0.036	0.019	1253.271
-0.036	0.019	1253.271
-0.036	0.019	1253.271
-0.036	0.019	1253.271
-0.036	0.019	1253.271
-0.036	0.019	1253.271
-0.037	0.019	1253.271
-0.037	0.019	1253.271
-0.037	0.019	1253.271
-0.037	0.019	1253.271
-0.037	0.019	1253.271
-0.039	0.018	1253.271
-0.039	0.018	1253.271
-0.039	0.018	1253.271
-0.039	0.018	1253.271
-0.040	0.018	1253.271
-0.040	0.018	1253.271
-0.040	0.018	1253.271
-0.040	0.018	1253.271
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.041	0.017	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.040	0.016	1242.410
-0.039	0.016	1242.410
-0.039	0.016	1242.410
-0.039	0.016	1242.410
-0.039	0.016	1242.410
-0.039	0.016	1242.410
-0.039	0.016	1242.410
-0.038	0.016	1242.410
-0.038	0.016	1242.410
-0.038	0.016	1242.410
-0.038	0.016	1242.410
-0.038	0.016	1242.410
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.038	0.016	1225.998
-0.037	0.016	1225.998
-0.037	0.016	1225.998
-0.037	0.016	1225.998
-0.037	0.016	1225.998
-0.037	0.016	1225.998
-0.037	0.016	1225.998
-0.033	0.016	1225.998
-0.033	0.016	1225.998
-0.033	0.016	1225.998
-0.033	0.016	1225.998
-0.033	0.016	1225.998
-0.033	0.016	1225.998
-0.023	0.015	1225.998
-0.023	0.015	1225.998
-0.023	0.015	1225.998
-0.023	0.015	1225.998
-0.023	0.015	1225.998
-0.023	0.015	1225.998
-0.023	0.015	1225.998
-0.019	0.014	1225.998
-0.019	0.014	1225.998
-0.019	0.014	1225.998
-0.019	0.014	1225.998
-0.017	0.014	1225.998
-0.017	0.014	1225.998
-0.017	0.014	1225.998
-0.017	0.014	1225.998
-0.017	0.014	1225.998
-0.017	0.014	1225.998
-0.014	0.014	1225.998
-0.014	0.014	1225.998
-0.014	0.014	1225.998
-0.014	0.014	1225.998
-0.014	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.013	0.014	1225.998
-0.010	0.014	1206.608
-0.010	0.014	1206.608
-0.010	0.014	1206.608
-0.010	0.014	1206.608
-0.007	0.013	1206.608
-0.007	0.013	1206.608
-0.007	0.013	1206.608
-0.007	0.013	1206.608
-0.007	0.013	1206.608
-0.007	0.013	1206.608
0.001	0.013	1206.608
0.001	0.013	1206.608
0.001	0.013	1206.608
0.001	0.013	1206.608
0.001	0.013	1206.608
0.001	0.013	1206.608
0.015	0.011	1206.608
0.015	0.011	1206.608
0.015	0.011	1206.608
0.070	0.008	1189.138
0.070	0.008	1189.138
0.070	0.008	1189.138
0.070	0.008	1189.138
0.070	0.008	1189.138
0.092	0.007	1189.138
0.092	0.007	1189.138
0.092	0.007	1189.138
0.092	0.007	1189.138
0.092	0.007	1189.138
0.119	0.006	1189.138
0.119	0.006	1189.138
0.119	0.006	1189.138
0.119	0.006	1189.138
0.202	0.004	1189.138
0.202	0.004	1189.138
0.202	0.004	1189.138
0.202	0.004	1189.138
0.261	0.003	1189.138
0.261	0.003	1189.138
0.261	0.003	1189.138
0.261	0.003	1189.138
0.281	0.002	1189.138
0.281	0.002	1189.138
0.281	0.002	1189.138
0.298	0.002	1176.158
0.298	0.002	1176.158
0.298	0.002	1176.158
0.298	0.002	1176.158
0.298	0.002	1176.158
0.298	0.002	1176.158
0.315	0.001	1176.158
0.315	0.001	1176.158
0.315	0.001	1176.158
0.318	0.000	1176.158
0.343	-0.001	1176.158
0.339	-0.001	1176.158
0.339	-0.001	1176.158
0.325	-0.002	1167.928
0.325	-0.002	1167.928
0.325	-0.002	1167.928
0.325	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.297	-0.002	1167.928
0.239	-0.003	1167.928
0.239	-0.003	1167.928
0.239	-0.003	1167.928
0.239	-0.003	1167.928
0.239	-0.003	1167.928
0.232	-0.003	1167.928
0.232	-0.003	1167.928
0.232	-0.003	1167.928
0.232	-0.003	1167.928
0.215	-0.004	1164.370
0.215	-0.004	1164.370
0.215	-0.004	1164.370
0.215	-0.004	1164.370
0.210	-0.004	1164.370
0.210	-0.004	1164.370
0.210	-0.004	1164.370
0.210	-0.004	1164.370
0.200	-0.004	1164.370
0.200	-0.004	1164.370
0.200	-0.004	1164.370
0.200	-0.004	1164.370
0.200	-0.004	1164.370
0.200	-0.004	1164.370
0.187	-0.005	1164.370
0.187	-0.005	1164.370
0.187	-0.005	1164.370
0.187	-0.005	1164.370
0.179	-0.005	1164.370
0.179	-0.005	1164.370
0.179	-0.005	1164.370
0.179	-0.005	1164.370
0.179	-0.005	1164.370
0.175	-0.006	1164.370
0.175	-0.006	1164.370
0.175	-0.006	1164.370
0.175	-0.006	1164.370
0.175	-0.006	1164.370
0.173	-0.006	1165.397
0.173	-0.006	1165.397
0.173	-0.006	1165.397
0.173	-0.006	1165.397
0.173	-0.006	1165.397
0.174	-0.007	1165.397
0.174	-0.007	1165.397
0.174	-0.007	1165.397
0.174	-0.007	1165.397
0.174	-0.007	1165.397
0.174	-0.007	1165.397
0.175	-0.008	1165.397
0.175	-0.008	1165.397
0.175	-0.008	1165.397
0.175	-0.008	1165.397
0.181	-0.009	1165.397
0.181	-0.009	1165.397
0.181	-0.009	1165.397
0.181	-0.009	1165.397
0.181	-0.009	1165.397
0.190	-0.009	1170.779
0.190	-0.009	1170.779
0.190	-0.009	1170.779
0.190	-0.009	1170.779
0.190	-0.009	1170.779
0.190	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.202	-0.011	1170.779
0.201	-0.012	1170.779
0.201	-0.012	1170.779
0.201	-0.012	1170.779
0.198	-0.012	1179.737
0.198	-0.012	1179.737
0.198	-0.012	1179.737
0.198	-0.012	1179.737
0.198	-0.012	1179.737
0.198	-0.012	1179.737
0.195	-0.012	1179.737
0.195	-0.012	1179.737
0.195	-0.012	1179.737
0.192	-0.013	1179.737
0.192	-0.013	1179.737
0.192	-0.013	1179.737
0.192	-0.013	1179.737
0.192	-0.013	1179.737
0.192	-0.013	1179.737
0.185	-0.014	1179.737
0.185	-0.014	1179.737
0.185	-0.014	1179.737
0.185	-0.014	1179.737
0.183	-0.014	1179.737
0.183	-0.014	1179.737
0.183	-0.014	1179.737
0.183	-0.014	1179.737
0.181	-0.015	1191.208
0.181	-0.015	1191.208
0.181	-0.015	1191.208
0.180	-0.015	1191.208
0.180	-0.015	1191.208
0.180	-0.015	1191.208
0.180	-0.015	1191.208
0.179	-0.016	1191.208
0.179	-0.016	1191.208
0.179	-0.016	1191.208
0.179	-0.016	1191.208
0.178	-0.018	1191.208
0.178	-0.018	1191.208
0.178	-0.018	1191.208
0.178	-0.019	1191.208
0.178	-0.019	1191.208
0.178	-0.019	1191.208
0.178	-0.019	1191.208
0.178	-0.019	1191.208
0.176	-0.020	1204.335
0.176	-0.020	1204.335
0.176	-0.020	1204.335
0.176	-0.020	1204.335
0.176	-0.020	1204.335
0.173	-0.020	1204.335
0.173	-0.020	1204.335
0.173	-0.020	1204.335
0.173	-0.020	1204.335
0.173	-0.020	1204.335
0.169	-0.021	1204.335
0.169	-0.021	1204.335
0.169	-0.021	1204.335
0.167	-0.022	1204.335
0.167	-0.022	1204.335
0.167	-0.022	1204.335
0.167	-0.022	1204.335
0.163	-0.023	1204.335
0.163	-0.023	1204.335
0.163	-0.023	1204.335
0.163	-0.023	1204.335
0.163	-0.023	1204.335
0.163	-0.023	1204.335
0.153	-0.024	1204.335
0.153	-0.024	1204.335
0.134	-0.025	1218.091
0.134	-0.025	1218.091
0.134	-0.025	1218.091
0.134	-0.025	1218.091
0.105	-0.026	1218.091
0.105	-0.026	1218.091
0.105	-0.026	1218.091
0.105	-0.026	1218.091
0.105	-0.026	1218.091
0.105	-0.026	1218.091
0.093	-0.027	1218.091
0.093	-0.027	1218.091
0.093	-0.027	1218.091
0.093	-0.027	1218.091
0.093	-0.027	1218.091
0.081	-0.028	1218.091
0.081	-0.028	1218.091
0.081	-0.028	1218.091
0.081	-0.028	1218.091
0.065	-0.030	1218.091
0.065	-0.030	1218.091
0.065	-0.030	1218.091
0.047	-0.031	1230.998
0.047	-0.031	1230.998
0.047	-0.031	1230.998
0.047	-0.031	1230.998
0.047	-0.031	1230.998
0.047	-0.031	1230.998
0.047	-0.031	1230.998
0.040	-0.032	1230.998
0.040	-0.032	1230.998
0.040	-0.032	1230.998
0.040	-0.032	1230.998
0.040	-0.032	1230.998
0.034	-0.033	1230.998
0.034	-0.033	1230.998
0.034	-0.033	1230.998
0.034	-0.033	1230.998
0.034	-0.033	1230.998
0.024	-0.036	1230.998
0.024	-0.036	1230.998
0.024	-0.036	1230.998
0.024	-0.036	1230.998
0.016	-0.037	1241.731
0.016	-0.037	1241.731
0.016	-0.037	1241.731
0.016	-0.037	1241.731
0.016	-0.037	1241.731
0.016	-0.037	1241.731
0.016	-0.037	1241.731
0.016	-0.038	1241.731
0.016	-0.038	1241.731
0.016	-0.038	1241.731
0.016	-0.038	1241.731
0.006	-0.042	1241.731
0.006	-0.042	1241.731
0.006	-0.042	1241.731
0.006	-0.042	1241.731
0.001	-0.045	1241.731
0.001	-0.045	1241.731
0.001	-0.045	1241.731
0.001	-0.045	1241.731
0.001	-0.045	1241.731
-0.000	-0.046	1241.731
-0.000	-0.046	1241.731
-0.000	-0.046	1241.731
-0.000	-0.046	1241.731
-0.004	-0.051	1250.791
-0.004	-0.051	1250.791
-0.004	-0.051	1250.791
-0.004	-0.051	1250.791
-0.004	-0.051	1250.791
-0.004	-0.051	1250.791
-0.004	-0.052	1250.791
-0.004	-0.052	1250.791
-0.004	-0.052	1250.791
-0.004	-0.052	1250.791
-0.004	-0.052	1250.791
-0.004	-0.052	1250.791
-0.004	-0.053	1250.791
-0.004	-0.053	1250.791
-0.004	-0.053	1250.791
-0.004	-0.053	1250.791
-0.004	-0.053	1250.791
-0.004	-0.053	1250.791
-0.005	-0.059	1250.791
-0.005	-0.059	1250.791
-0.005	-0.059	1250.791
-0.005	-0.059	1250.791
-0.005	-0.059	1250.791
-0.005	-0.060	1250.791
-0.005	-0.060	1250.791
-0.005	-0.060	1250.791
-0.005	-0.060	1250.791
-0.005	-0.064	1250.791
-0.005	-0.064	1250.791
-0.005	-0.064	1250.791
-0.005	-0.064	1250.791
-0.005	-0.064	1250.791
-0.005	-0.070	1258.133
-0.005	-0.070	1258.133
-0.005	-0.070	1258.133
-0.005	-0.070	1258.133
-0.005	-0.070	1258.133
-0.005	-0.072	1258.133
-0.005	-0.072	1258.133
-0.005	-0.072	1258.133
-0.005	-0.072	1258.133
-0.005	-0.072	1258.133
-0.005	-0.075	1258.133
-0.005	-0.075	1258.133
-0.005	-0.075	1258.133
-0.005	-0.075	1258.133
-0.006	-0.090	1258.133
-0.006	-0.090	1258.133
-0.006	-0.090	1258.133
-0.006	-0.090	1258.133
-0.006	-0.237	1260.397
-0.006	-0.237	1260.397
-0.006	-0.237	1260.397
-0.006	-0.237	1260.397
-0.006	-0.237	1260.397
-0.006	-0.237	1260.397
-0.006	0.033	1260.397
-0.006	0.033	1260.397
-0.006	0.033	1260.397
-0.006	0.033	1260.397
-0.008	-0.030	1260.397
-0.008	-0.030	1260.397
-0.008	-0.030	1260.397
-0.008	-0.030	1260.397
-0.008	-0.030	1260.397
